OpenTime,Open,High,Low,Close,Volume,QuoteAssetVol,TakerbaseVol,TakerquoteVol
2021-01-15 16:00:00+07:00,35610.79,36433.51,34408.0,35217.26,35005.439351,1245648365.3042884,17132.532877,610073510.8987317
2021-01-15 20:00:00+07:00,35218.94,36888.0,34801.15,36742.22,15451.094298,555283754.8242521,7630.253167,274213630.82618225
2021-01-16 00:00:00+07:00,36737.43,37669.0,35852.93,36532.92,15996.272919,590057850.6442553,8076.355383,297983081.69600046
2021-01-16 04:00:00+07:00,36532.92,36959.61,35520.0,36574.86,12788.977347,463626987.68885636,6060.35167,219882958.054447
2021-01-16 08:00:00+07:00,36565.74,37950.0,36375.88,37680.0,14546.1365,543759642.9870383,7561.253119,282630509.5229075
2021-01-16 12:00:00+07:00,37680.0,37886.0,36671.2,37461.99,14905.098979,555837218.9038811,7421.473847,276889707.11668754
2021-01-16 16:00:00+07:00,37463.46,37713.94,36200.0,36376.39,12777.18605,471208170.17312044,6425.293891,236940391.16946092
2021-01-16 20:00:00+07:00,36376.39,36800.0,35357.8,35994.98,15334.759713,554350465.752133,6875.695826,248833474.45183095
2021-01-17 00:00:00+07:00,35994.98,36744.05,35520.0,36177.0,10523.420907,381269344.351566,5472.348624,198295480.35703877
2021-01-17 04:00:00+07:00,36177.0,36382.38,34518.04,34760.9,14085.48497,498540134.3812346,6040.528335,213887196.98176947
2021-01-17 08:00:00+07:00,34760.91,35400.0,33850.0,35267.17,20790.970257,720441738.3096222,10100.776138,350111169.2133261
2021-01-17 12:00:00+07:00,35270.0,35973.89,34666.0,35728.47,14071.341158,496464151.78450376,7082.147557,249951825.97375825
2021-01-17 16:00:00+07:00,35728.47,36166.47,35514.99,35633.91,9298.406284,333403616.09522617,4978.960598,178533085.0484924
2021-01-17 20:00:00+07:00,35633.9,36852.5,35506.0,35828.61,11388.103808,412984055.31851137,5838.877309,211869875.27683958
2021-01-18 00:00:00+07:00,35824.99,36208.0,34842.99,35106.25,12865.201223,458784067.47044635,5630.92909,201096490.65041697
2021-01-18 04:00:00+07:00,35108.27,36278.68,34800.0,36104.61,9931.587621,352219573.6697441,4730.151887,167809299.12787744
2021-01-18 08:00:00+07:00,36100.55,36650.0,35771.6,36442.08,11719.16756,424923319.64232504,6058.800897,219686668.35166416
2021-01-18 12:00:00+07:00,36443.91,37469.83,36047.89,36405.98,18106.506954,667252338.447238,10114.412542,372955176.4949249
2021-01-18 16:00:00+07:00,36405.99,36565.0,35400.0,35956.14,10602.829967,380387474.99417233,5053.926194,181359028.8204334
2021-01-18 20:00:00+07:00,35951.83,36777.77,35755.01,36631.27,7472.825425,271276486.3004732,4033.285438,146440523.721212
2021-01-19 00:00:00+07:00,36622.46,37280.0,36364.43,36465.3,15332.388515,564457871.6667069,8235.410375,303280103.140037
2021-01-19 04:00:00+07:00,36468.31,37233.87,36002.01,37168.82,11299.226279,413243384.1947598,5323.976964,194849640.89939177
2021-01-19 08:00:00+07:00,37167.92,37535.27,36750.0,37266.49,15170.795477,563851434.9204919,7490.142563,278479548.1613631
2021-01-19 12:00:00+07:00,37263.73,37449.0,36610.0,37329.4,11966.646727,443454567.35785156,5528.80394,204946106.988447
2021-01-19 16:00:00+07:00,37329.4,37850.0,36052.04,36279.82,15604.759741,577774848.4660553,7733.567306,286657736.24609596
2021-01-19 20:00:00+07:00,36281.66,36777.88,35844.06,35891.49,10237.49103,372566392.73834854,4392.780472,160022574.41663444
2021-01-20 00:00:00+07:00,35901.94,36415.31,35000.0,35062.49,13775.591884,493054481.7952016,6331.010615,226833488.11814862
2021-01-20 04:00:00+07:00,35062.49,35909.95,34737.0,35677.14,14008.503787,495275155.78981066,6476.145939,229102803.6236025
2021-01-20 08:00:00+07:00,35672.86,35939.12,34000.0,34426.17,19109.325555,665235713.2395376,9103.686718,317008990.3871801
2021-01-20 12:00:00+07:00,34426.17,35142.18,34020.0,34192.17,16110.185363,558420165.5870454,7662.692569,265663219.78850964
2021-01-20 16:00:00+07:00,34193.11,35311.0,33400.0,35197.12,17678.214489,609788215.4215769,8578.239421,296355037.71259373
2021-01-20 20:00:00+07:00,35197.12,35670.0,34482.75,35468.23,8686.60184,304947361.68760395,4394.858815,154326428.8064355
2021-01-21 00:00:00+07:00,35468.23,35600.0,34230.76,34571.09,10995.708084,382534572.6658602,5312.777365,184847259.7339265
2021-01-21 04:00:00+07:00,34572.42,35019.01,33971.41,34624.27,11645.035984,402249767.6421489,5567.142082,192398983.90506846
2021-01-21 08:00:00+07:00,34624.27,34681.73,32009.68,32208.62,32172.086072,1061862863.4985398,14735.655737,486165916.540722
2021-01-21 12:00:00+07:00,32206.89,32784.31,31037.0,31384.09,34496.344978,1098700511.317413,16740.844063,533491923.63585967
2021-01-21 16:00:00+07:00,31384.19,32751.24,31038.51,32468.66,22066.375705,703426642.202343,10858.107557,346415878.2537232
2021-01-21 20:00:00+07:00,32468.66,32550.0,30071.0,30850.13,23628.525835,738009229.1779207,10041.683644,313920554.54989284
2021-01-22 00:00:00+07:00,30851.99,31029.79,28850.0,30943.4,46814.392887,1401351511.7186809,22490.461041,673360006.8838929
2021-01-22 04:00:00+07:00,30943.4,32152.9,30615.22,30842.45,22771.825982,714631925.7203896,10342.647905,324544154.9615336
2021-01-22 08:00:00+07:00,30846.59,31997.0,30500.0,31710.88,21911.246263,688143056.7332398,11585.248139,363973998.52904993
2021-01-22 12:00:00+07:00,31712.09,32767.44,31286.0,32458.42,21741.698419,698759051.8259065,10728.471464,344702343.6110255
2021-01-22 16:00:00+07:00,32462.79,33655.79,31955.67,33589.52,17631.165195,577566875.9528675,8936.356235,292784191.37653464
2021-01-22 20:00:00+07:00,33589.52,33826.53,32580.0,32945.17,12101.355303,402843450.0711885,6067.003671,201796875.1366342
2021-01-23 00:00:00+07:00,32950.0,32974.89,32053.33,32365.01,12211.52203,396977871.25187165,6450.237,209695248.41126016
2021-01-23 04:00:00+07:00,32365.0,33456.0,32267.07,32931.18,11464.516691,377288516.4541976,5825.775191,191730528.48337355
2021-01-23 08:00:00+07:00,32931.17,33104.94,31511.24,31645.49,13454.305895,435104409.3515308,6638.087573,214698539.88847584
2021-01-23 12:00:00+07:00,31643.9,32289.25,31390.16,31877.1,10854.235249,345583078.05690014,5634.849912,179439525.35431424
2021-01-23 16:00:00+07:00,31877.1,32500.0,31759.65,32348.79,9253.459243,297648723.97589946,4625.882283,148809717.98281276
2021-01-23 20:00:00+07:00,32348.78,32538.61,31812.5,32078.0,7357.248567,236495696.66803697,3505.944169,112740614.43199071
2021-01-24 00:00:00+07:00,32078.0,32480.06,31630.0,32480.05,7766.19687,248742263.97282487,3985.507651,127686967.13053647
2021-01-24 04:00:00+07:00,32480.06,33071.0,32346.44,32801.15,11135.544522,363936948.6317605,5608.434606,183354523.03861445
2021-01-24 08:00:00+07:00,32797.21,33030.0,32465.0,32833.37,7600.854471,248581606.55130464,3854.255226,126065991.52836135
2021-01-24 12:00:00+07:00,32833.37,32931.59,31858.68,31957.05,9939.326135,320880586.28006065,4469.297191,144284092.73618394
2021-01-24 16:00:00+07:00,31956.9,32139.6,30900.0,31306.29,12601.921095,398056185.6603564,5424.025015,171487278.15897787
2021-01-24 20:00:00+07:00,31306.29,32369.59,31250.26,32259.9,8934.194873,284412074.26939464,4484.599508,142842269.42428032
2021-01-25 00:00:00+07:00,32259.45,33674.48,32175.61,33568.18,14446.517628,474065370.63612616,7739.309876,253992353.9633052
2021-01-25 04:00:00+07:00,33568.17,33797.96,33045.0,33346.95,11224.751779,374695219.17351353,5562.920617,185692274.75802746
2021-01-25 08:00:00+07:00,33347.19,33548.0,32750.09,33185.26,11388.310393,377726299.17118716,5972.845559,198112802.24017745
2021-01-25 12:00:00+07:00,33185.25,34875.0,33050.0,34458.31,21109.742365,723662017.0605494,11498.069858,393937779.392313
2021-01-25 16:00:00+07:00,34458.31,34600.0,33373.92,33411.54,14607.087725,494959147.3472232,6951.255716,235661777.10890725
2021-01-25 20:00:00+07:00,33411.54,33473.92,31910.0,32254.2,15722.817031,513651235.17496884,6765.122506,221035047.02969104
2021-01-26 00:00:00+07:00,32254.19,32827.33,31458.0,31518.66,13175.066372,424315585.82699865,6120.52603,197268934.41879696
2021-01-26 04:00:00+07:00,31520.25,32312.46,31100.0,31643.61,16200.732868,513011285.19445086,8161.754893,258505944.11503187
2021-01-26 08:00:00+07:00,31643.61,32450.0,31373.0,31796.95,13170.891552,420251995.9922582,6930.853571,221169697.15080136
2021-01-26 12:00:00+07:00,31798.65,31972.73,30837.37,31750.23,17666.57223,555608675.7924834,7782.235276,245019142.94464132
2021-01-26 16:00:00+07:00,31750.24,32403.88,31300.69,32208.33,14712.052128,470545182.95498306,8149.885145,260703546.15888113
2021-01-26 20:00:00+07:00,32208.33,32921.88,31855.71,32467.77,10046.89176,324812638.733467,5257.058002,170010834.07816833
2021-01-27 00:00:00+07:00,32464.01,32557.29,31568.28,31800.86,10374.370726,332888551.9507371,4945.236418,158698661.03009358
2021-01-27 04:00:00+07:00,31801.27,32030.28,31350.0,31743.33,8094.668192,256235359.80952227,4174.644716,132151881.99819295
2021-01-27 08:00:00+07:00,31743.33,31749.28,30578.94,30639.05,16124.251288,503055674.85449266,7579.811609,236605639.97891504
2021-01-27 12:00:00+07:00,30635.74,31057.0,29241.72,30322.61,26358.946289,795484959.1686411,12439.663153,375525664.1192492
2021-01-27 16:00:00+07:00,30322.59,30948.0,29500.0,30740.33,19597.19007,595763714.8790919,9638.014344,293109186.41438824
2021-01-27 20:00:00+07:00,30731.57,31649.99,30084.24,30366.15,15362.535146,474653160.97907424,7887.011398,243988751.57967278
2021-01-28 00:00:00+07:00,30362.19,31526.78,29842.1,31404.25,14152.379268,435924961.71240294,6851.072809,211254158.89939675
2021-01-28 04:00:00+07:00,31406.9,31876.63,31045.7,31170.53,12487.834284,392550331.4236077,6643.431113,208907041.57160285
2021-01-28 08:00:00+07:00,31170.2,31600.0,30812.26,31437.37,11864.190133,370666045.3500535,5790.495498,180967411.46192876
2021-01-28 12:00:00+07:00,31437.37,32203.38,31161.96,31926.49,18406.774804,584775067.9782194,9485.551582,301372791.25082445
2021-01-28 16:00:00+07:00,31926.49,32747.78,31650.0,32564.71,16889.869122,545495554.2249303,8240.319866,266135523.44687247
2021-01-28 20:00:00+07:00,32564.71,33783.98,32392.34,33364.86,18820.098006,624141253.3764681,9056.911458,300319229.85444605
2021-01-29 00:00:00+07:00,33368.18,34310.0,33330.93,33733.58,26746.707141,907436356.7540778,12931.079039,438689916.5755035
2021-01-29 04:00:00+07:00,33728.99,33934.48,31915.4,32266.35,28364.158989,929693321.5138168,14038.277553,460034420.2753033
2021-01-29 08:00:00+07:00,32266.36,37990.0,32006.91,37025.32,74717.370406,2682750235.996631,40269.054256,1443964076.1958935
2021-01-29 12:00:00+07:00,37023.83,38531.9,36456.78,37129.4,39582.779151,1480385937.429743,19849.37607,742761806.6223451
2021-01-29 16:00:00+07:00,37129.4,37569.0,33500.0,34318.57,41001.26865,1456938433.9274783,19431.254501,691043344.6180445
2021-01-29 20:00:00+07:00,34322.5,35354.94,33700.0,34252.2,21414.721289,738389050.6067199,10018.206428,345447469.35023516
2021-01-30 00:00:00+07:00,34246.28,34933.0,32825.0,33273.36,19111.756794,649587224.970392,9455.880028,321764138.4505526
2021-01-30 04:00:00+07:00,33273.36,34200.0,33001.52,34046.8,15377.313948,515738731.86226875,7617.268605,255570714.8108793
2021-01-30 08:00:00+07:00,34046.82,34424.7,33510.0,33660.4,15905.5068,542203974.9161633,7665.682441,261318500.19748077
2021-01-30 12:00:00+07:00,33660.4,34500.0,33410.63,34210.2,11980.511464,407358942.5816643,6401.041777,217699659.36490193
2021-01-30 16:00:00+07:00,34210.18,34400.02,33520.0,34286.5,13229.455441,450347242.8238449,6619.564758,225395794.83993277
2021-01-30 20:00:00+07:00,34286.5,34800.0,33966.4,34262.88,9285.136893,319263945.7837451,4659.02949,160232592.9898909
2021-01-31 00:00:00+07:00,34262.89,34342.69,33655.0,33930.21,9135.958182,310542284.9931352,4382.395593,148979042.2561146
2021-01-31 04:00:00+07:00,33930.22,34127.65,33450.0,33607.98,7736.688684,261383670.9742818,3719.986845,125702512.64885636
2021-01-31 08:00:00+07:00,33607.68,33832.94,33205.0,33563.23,9660.993404,324275560.78096247,4827.617267,162083808.2377401
2021-01-31 12:00:00+07:00,33563.24,34220.0,32554.0,32862.66,15985.658616,534188589.8619568,7506.568369,251072458.4255446
2021-01-31 16:00:00+07:00,32862.65,33077.9,32171.67,32808.8,15824.566268,517415474.3430228,7389.90589,241682179.69824222
2021-01-31 20:00:00+07:00,32807.29,33255.49,32461.23,33092.98,10398.41523,341835464.80465317,4653.973394,152982550.25407326
2021-02-01 00:00:00+07:00,33092.97,33830.0,32296.16,33573.97,14674.649038,486639234.9179163,7561.727172,250878102.02691746
2021-02-01 04:00:00+07:00,33573.25,34427.0,33284.24,33803.97,15350.212491,517508556.1001611,8060.379705,271871677.94309384
2021-02-01 08:00:00+07:00,33802.6,34717.27,33589.23,34183.33,19521.507872,668190300.3565484,10118.909862,346365404.89314604
2021-02-01 12:00:00+07:00,34183.33,34460.0,33160.0,33160.17,17478.706597,590750845.6880614,8453.47249,285842941.1516794
2021-02-01 16:00:00+07:00,33160.0,34100.0,33133.26,33838.13,9133.519374,307584858.903835,4387.473531,147811899.5799186
2021-02-01 20:00:00+07:00,33838.13,34039.0,33430.76,33526.37,6559.68151,221102862.03908348,3273.878726,110388941.13334258
2021-02-02 00:00:00+07:00,33517.09,34161.39,33418.0,33550.32,9103.943225,307040784.9506112,4510.395923,152174420.3706819
2021-02-02 04:00:00+07:00,33554.08,34400.0,33500.0,34223.38,10429.385997,355145309.0360277,5282.607362,179908775.63473496
2021-02-02 08:00:00+07:00,34223.38,35668.1,34080.0,34720.15,22068.658748,772307239.5923735,11580.655459,405252814.988115
2021-02-02 12:00:00+07:00,34722.97,35200.0,34333.0,34708.47,12709.434507,442356748.7085081,6229.912516,216896888.83358082
2021-02-02 16:00:00+07:00,34708.47,35800.0,34556.85,35762.03,13461.671642,472336368.5843642,6802.83541,238807907.1885753
2021-02-02 20:00:00+07:00,35762.05,35984.33,35466.0,35466.24,10283.565761,367135445.4457239,4810.156436,171750157.6212116
2021-02-03 00:00:00+07:00,35472.71,36500.0,35362.38,36403.47,13559.347093,488469184.24959475,6613.170856,238246394.77519476
2021-02-03 04:00:00+07:00,36403.47,36845.0,36231.66,36297.57,11921.875849,435948196.37697285,6164.089344,225429225.44421974
2021-02-03 08:00:00+07:00,36297.58,36299.98,35511.0,35969.41,13023.209147,467808618.7152177,6487.061293,232962098.60700503
2021-02-03 12:00:00+07:00,35969.41,36917.27,35810.9,36850.0,15213.605426,555266460.384431,7259.410672,264946748.64855093
2021-02-03 16:00:00+07:00,36850.0,37221.42,36643.07,36788.89,15217.459646,562621103.5283356,7754.877488,286748646.5685234
2021-02-03 20:00:00+07:00,36788.89,37662.63,36644.44,37618.87,11848.836502,441119224.92975336,5584.465407,207914932.0984233
2021-02-04 00:00:00+07:00,37620.26,38288.0,37363.17,37498.78,16048.730808,608004223.6931783,8449.681417,320213326.0147613
2021-02-04 04:00:00+07:00,37498.78,38195.0,37326.83,37843.4,11666.89534,441316917.4296378,5719.336951,216441521.9394888
2021-02-04 08:00:00+07:00,37843.4,38708.27,36662.45,37321.75,23737.165773,895212091.0085965,12027.413887,454070925.675989
2021-02-04 12:00:00+07:00,37319.43,37763.57,36161.95,36564.23,16990.989793,629892600.7762417,8178.61319,303018705.8844329
2021-02-04 16:00:00+07:00,36564.23,37499.99,36399.79,37467.18,12863.24217,475606559.5212284,6133.295883,226793052.59752765
2021-02-04 20:00:00+07:00,37467.18,37783.83,36841.77,36936.66,10773.712014,402636629.7244099,5007.872362,187172481.77733877
2021-02-05 00:00:00+07:00,36936.65,37400.0,36570.0,37366.02,10632.929534,393533177.2407064,5319.05325,196937933.93211213
2021-02-05 04:00:00+07:00,37366.01,37727.22,36995.27,37653.98,9321.439073,348445150.1654052,4897.688119,183102485.77598608
2021-02-05 08:00:00+07:00,37659.64,37800.0,37200.0,37691.32,10411.097182,391038070.53887117,5027.980306,188874150.73311478
2021-02-05 12:00:00+07:00,37691.32,38310.12,37527.14,37960.76,16107.660237,612700243.9789243,7994.068704,304068118.0184429
2021-02-05 16:00:00+07:00,37960.76,38163.34,37230.0,37608.92,12503.52316,472071206.7186613,5590.572945,211090059.9609686
2021-02-05 20:00:00+07:00,37608.91,38309.0,37485.94,38290.24,7704.685089,291490443.10901827,3927.021707,148641131.41751382
2021-02-06 00:00:00+07:00,38289.32,39666.0,38215.94,39384.74,25430.066812,991966182.6191185,14418.579244,562357143.6316823
2021-02-06 04:00:00+07:00,39386.92,39488.62,38600.0,39359.12,10697.931602,419137504.58506185,5418.687888,212325569.15980875
2021-02-06 08:00:00+07:00,39362.27,40479.86,39297.75,40199.99,18448.756087,735946330.4782003,10151.424729,404982438.36064607
2021-02-06 12:00:00+07:00,40199.52,40866.66,39836.72,40864.73,15572.225462,627896167.5326626,8122.655194,327597515.8768098
2021-02-06 16:00:00+07:00,40865.12,40955.51,39940.44,40179.42,14276.247857,577165950.5081465,7267.558338,293828154.29740703
2021-02-06 20:00:00+07:00,40179.42,40469.19,39035.33,39186.94,14332.083363,569983013.2049607,6636.607969,264089926.02087012
2021-02-07 00:00:00+07:00,39181.01,39611.04,38344.0,38841.46,16160.624673,629273510.9233345,7298.51032,284328744.67727786
2021-02-07 04:00:00+07:00,38839.52,39094.36,37923.0,39030.0,12893.364988,496793802.3678155,6153.171952,237199608.96799594
2021-02-07 08:00:00+07:00,39030.0,39700.0,38762.16,39046.6,12809.523639,503390320.767689,6921.046209,271992106.83678365
2021-02-07 12:00:00+07:00,39044.37,39272.69,37580.0,37921.11,17482.438925,671317789.9305592,8205.086859,315258695.0424746
2021-02-07 16:00:00+07:00,37921.12,38444.0,37351.0,38050.0,14665.039982,556974714.5529072,6996.102028,265737983.6989272
2021-02-07 20:00:00+07:00,38050.0,39080.0,37660.97,38795.69,10352.687556,398771245.6983056,5190.471591,199965768.340443
2021-02-08 00:00:00+07:00,38795.69,39130.0,37988.89,38076.06,10542.216863,406516387.66389006,5039.160241,194338976.4823058
2021-02-08 04:00:00+07:00,38073.02,39391.78,37992.39,39269.95,10267.219945,398699394.5412266,5233.398437,203314075.08020803
2021-02-08 08:00:00+07:00,39269.78,39498.99,38844.75,39423.08,10896.465183,427345637.8257724,5594.812076,219449913.24367028
2021-02-08 12:00:00+07:00,39423.08,44918.0,39094.01,43716.32,56908.030532,2439562923.3412023,31992.550275,1368642805.07157
2021-02-08 16:00:00+07:00,43703.23,44280.0,42521.62,43051.95,19943.671285,862554743.9181645,9369.642122,405137202.60416555
2021-02-08 20:00:00+07:00,43049.98,46794.45,42905.29,46374.87,30039.933106,1346857889.3454435,15116.328417,678430866.9592162
2021-02-09 00:00:00+07:00,46374.86,47498.0,45500.0,46599.51,26874.248106,1248544481.7106736,13559.622959,630027091.1671903
2021-02-09 04:00:00+07:00,46599.51,48142.19,46198.76,47505.4,20161.332905,951503404.704979,10722.501149,506128913.8663869
2021-02-09 08:00:00+07:00,47505.39,47928.23,45560.97,46380.92,20244.462092,942679732.5511347,9921.071402,462179721.28343004
2021-02-09 12:00:00+07:00,46390.95,47083.84,44961.09,46773.63,21012.571914,969896869.8601025,9861.25421,455302970.90414435
2021-02-09 16:00:00+07:00,46773.63,47433.78,46011.0,47060.18,15682.987946,733347722.6115495,7833.667573,366363880.8447729
2021-02-09 20:00:00+07:00,47060.38,47499.43,46201.37,46420.42,11524.258749,540283186.578748,5531.447054,259448458.425879
2021-02-10 00:00:00+07:00,46420.42,46900.0,45979.58,46221.07,13015.141042,604134855.0130539,6628.232097,307716809.2732216
2021-02-10 04:00:00+07:00,46225.71,46944.07,45589.98,46563.69,13550.960621,626773593.2003312,7227.933878,334358524.1906039
2021-02-10 08:00:00+07:00,46565.11,47310.0,46262.22,46586.56,14054.918889,656164559.7615002,7573.312624,353610679.25470835
2021-02-10 12:00:00+07:00,46586.55,46593.34,43727.0,44353.04,30243.508107,1366647579.1458778,13360.651113,603851158.9762676
2021-02-10 16:00:00+07:00,44354.5,45239.98,43800.0,45190.05,16317.486168,730257702.9526381,8210.99688,367544060.99168307
2021-02-10 20:00:00+07:00,45190.05,45322.09,44355.0,44807.58,9972.167373,447671840.177704,4970.859139,223150006.13110217
2021-02-11 00:00:00+07:00,44807.58,45051.27,43994.02,44582.07,7762.676796,345054272.10398644,3836.133923,170548214.0667791
2021-02-11 04:00:00+07:00,44583.71,45129.59,44397.62,44700.01,7366.424929,329964047.763031,3626.110423,162446215.32139307
2021-02-11 08:00:00+07:00,44700.0,46546.47,44500.0,46061.49,15019.00178,684407928.688836,7739.921345,352895030.17052776
2021-02-11 12:00:00+07:00,46061.48,48399.0,46060.03,47960.85,27224.396328,1294545547.7210715,15079.720675,717264856.1691018
2021-02-11 16:00:00+07:00,47960.86,48298.0,46900.0,47754.03,15046.197477,717092011.311053,7792.471028,371493458.6145791
2021-02-11 20:00:00+07:00,47754.02,48678.9,46542.29,47969.51,17142.384144,814567126.8229171,8063.979346,383688148.3499425
2021-02-12 00:00:00+07:00,47968.66,48985.8,47338.35,47587.31,15421.007452,743632077.2612473,8442.228896,407340689.23942226
2021-02-12 04:00:00+07:00,47587.31,47587.31,46789.0,47318.81,14527.297699,685945729.5604984,6481.009792,306089154.2071631
2021-02-12 08:00:00+07:00,47318.02,47999.0,47027.03,47562.42,11750.767892,557310766.2887924,6140.304171,291267213.0884827
2021-02-12 12:00:00+07:00,47560.06,48140.0,46125.0,47021.05,19696.603778,929994253.4205596,8424.726941,398200968.3522631
2021-02-12 16:00:00+07:00,47021.05,47980.0,46915.32,47272.95,14218.669404,675223523.4995215,7216.807381,342786418.0347181
2021-02-12 20:00:00+07:00,47272.96,48150.0,47140.26,47287.6,10255.689472,488465558.9370424,5135.961954,244788476.0065356
2021-02-13 00:00:00+07:00,47298.15,48150.0,47200.0,47829.22,9645.00287,459527689.01398855,5250.736618,250155936.71206373
2021-02-13 04:00:00+07:00,47829.21,47934.14,46990.0,46995.72,9730.900404,463147193.6097517,4450.324663,211904211.01651067
2021-02-13 08:00:00+07:00,46995.01,47569.03,46251.0,46589.2,16199.897833,760834435.7403834,7428.666868,349018307.34060305
2021-02-13 12:00:00+07:00,46586.23,47300.0,46202.53,47076.01,12688.606263,595533648.0800643,6133.254795,287913626.8847276
2021-02-13 16:00:00+07:00,47076.02,47400.14,46708.94,46870.15,8667.447457,407336558.40145713,4195.705748,197193790.44843164
2021-02-13 20:00:00+07:00,46871.95,47397.36,46653.58,47153.69,6836.242572,321330622.57251453,3537.621167,166309527.5904748
2021-02-14 00:00:00+07:00,47156.78,47730.0,47014.17,47267.21,10236.610927,485903957.9738342,5583.901289,265008452.51690182
2021-02-14 04:00:00+07:00,47267.2,49404.94,47220.42,48725.18,18793.643854,912051463.3201033,10878.319049,528260503.44402575
2021-02-14 08:00:00+07:00,48725.18,49349.76,48389.55,49055.16,11298.429907,553205757.0846761,5680.878806,278186650.5544117
2021-02-14 12:00:00+07:00,49055.17,49707.43,48101.38,48541.18,16238.033734,795530069.451183,8170.446265,400491918.1365039
2021-02-14 16:00:00+07:00,48537.96,49100.0,48400.31,48693.39,9057.269026,441473064.88767034,4340.511664,211615882.02031836
2021-02-14 20:00:00+07:00,48693.38,49300.0,48505.79,48577.79,8111.488085,396644036.11726576,4098.099608,200446514.39069915
2021-02-15 00:00:00+07:00,48580.47,49010.92,45570.79,47120.3,22312.047185,1054882479.9379965,9739.266072,460546876.93700093
2021-02-15 04:00:00+07:00,47120.31,47441.02,46174.78,47267.06,13387.263936,627290514.3719871,6528.570075,305846153.7515479
2021-02-15 08:00:00+07:00,47270.5,47999.0,47112.38,47802.66,10811.104511,514355110.67806214,5454.756586,259537395.20294598
2021-02-15 12:00:00+07:00,47802.67,48219.23,47423.99,47938.83,11553.361698,552718047.2327753,5866.684098,280689170.54410285
2021-02-15 16:00:00+07:00,47938.84,48800.0,47938.83,48657.31,10563.589591,512288211.7262521,5219.964122,253162396.28279608
2021-02-15 20:00:00+07:00,48657.31,48801.0,47643.0,47911.1,10770.789863,520684696.71764874,5367.123708,259469663.06303337
2021-02-16 00:00:00+07:00,47911.1,49670.0,47003.62,49624.03,15120.889818,732118277.5936749,7996.071947,387869771.04198635
2021-02-16 04:00:00+07:00,49624.02,49998.0,48550.0,49163.46,14337.84062,706035390.5885051,7574.406639,373265261.97591484
2021-02-16 08:00:00+07:00,49161.75,49318.47,48700.0,48915.48,9119.55574,447427500.5036412,4784.957467,234830592.10366946
2021-02-16 12:00:00+07:00,48915.49,50689.18,48403.21,48956.91,27491.092576,1359795241.083726,14425.087368,714445967.3733193
2021-02-16 16:00:00+07:00,48956.91,49291.0,47750.0,48537.39,14216.137005,689196697.7946919,6670.078973,323469474.56007105
2021-02-16 20:00:00+07:00,48536.35,49290.0,48173.81,49133.45,8527.750539,415410670.1281281,4158.001444,202643537.9333951
2021-02-17 00:00:00+07:00,49133.45,50274.88,48947.0,49657.38,12106.492996,600392352.7369969,6570.570301,325924922.6217845
2021-02-17 04:00:00+07:00,49657.84,51266.09,49106.75,51112.39,18385.2057,923246006.8893126,9858.094347,495539750.4966604
2021-02-17 08:00:00+07:00,51116.77,51678.36,50628.58,51273.46,16605.902546,851152394.7514668,9018.180688,462309415.7137021
2021-02-17 12:00:00+07:00,51270.86,51633.17,50542.3,51169.97,16137.047894,824265063.9778479,8209.081886,419348392.0204974
